ジャンル名,売上指数（千円）,シェア,商品ランク入り数
EMS,137925,58.56%,3662
ダイエットシューズ,35558,15.10%,231
シェイプアップグッズ,26110,11.09%,1537
その他,16920,7.18%,994
表情筋トレーニング器具,6838,2.90%,572
ダイエットサンダル,5549,2.36%,321
ダイエットクッション,4047,1.72%,429
ダイエットスリッパ,2586,1.10%,502
