ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ロングパスタ,39578,72.56%,8151
その他,9528,17.47%,1601
ショートパスタ,5030,9.22%,445
ニョッキ,192,0.35%,171
ラザニア,165,0.30%,150
クスクス,54,0.10%,153
その他(1409削除),0,0.00%,1229
パスタソース(1409削除),0,0.00%,8033
マカロニ(1409削除),0,0.00%,615
