ジャンル名,売上指数（千円）,シェア,商品ランク入り数
和風惣菜,1403634,33.09%,78029
おせちセット,1351222,31.85%,9244
洋風惣菜,541587,12.77%,40637
中華惣菜・点心,423054,9.97%,24738
カレー,153274,3.61%,21237
弁当・駅弁,102390,2.41%,3075
韓国惣菜,100077,2.36%,7551
鍋セット,92909,2.19%,5067
その他,66752,1.57%,5027
アジアン・エスニック惣菜,7511,0.18%,2604
