ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,12890,43.65%,1311
チョコレートパン,8657,29.32%,280
クリームパン,5215,17.66%,773
あんパン,1662,5.63%,481
メロンパン,872,2.95%,255
ジャムパン,233,0.79%,59
