ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,78272,39.44%,2849
ハンディマッサージ,75079,37.83%,4300
マッサージローラー,32019,16.13%,2673
足ツボマッサージ,13089,6.60%,1926
