ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食セット,186733,53.20%,4992
ご飯,79324,22.60%,6100
菓子,29505,8.41%,3391
缶詰パン,24667,7.03%,1840
その他,22813,6.50%,3172
カンパン,6174,1.76%,692
餅,1769,0.50%,234
