ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,56442,20.84%,29429
リボン,23421,8.65%,18122
手芸用テープ,23006,8.49%,13652
ファスナー,21608,7.98%,13607
ひも,20197,7.46%,11398
その他,17606,6.50%,9358
ボタン,15229,5.62%,13855
レース,13431,4.96%,13633
ミシン糸,13015,4.81%,7702
接着テープ・接着芯,9868,3.64%,4225
芯地,6282,2.32%,1595
ゴム,6206,2.29%,3975
持ち手・ハンドル,6135,2.26%,2570
ホック,5454,2.01%,2879
ネームシール,5314,1.96%,2052
面ファスナー,4925,1.82%,1543
口金,4871,1.80%,2779
型紙・パターン,4639,1.71%,3151
手縫い糸,3996,1.48%,3134
バックル,2775,1.02%,2516
ブレード,2316,0.86%,2585
裏地,1311,0.48%,611
チェーン,1276,0.47%,936
スパンコール,944,0.35%,1374
マラボー,339,0.13%,69
肩パット,250,0.09%,181
